filename,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_var,chroma_cq_mean,chroma_cq_var,chroma_cens_mean,chroma_cens_var,melspectrogram_mean,melspectrogram_var,mfcc_mean,mfcc_var,mfcc_delta_mean,mfcc_delta_var,rmse_mean,rmse_var,cent_mean,cent_var,spec_bw_mean,spec_bw_var,contrast_mean,contrast_var,rolloff_mean,rolloff_var,poly_mean,poly_var,tonnetz_mean,tonnetz_var,zcr_mean,zcr_var,harm_mean,harm_var,perc_mean,perc_var,frame_mean,frame_var,mfcc0_mean,mfcc0_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var
record.wav,112.34714673913044,640,91.42857142857143,0.49826482,0.096294895,0.35553482,0.10908835,0.22722386,0.03170264,0.037397057,0.079459436,-24.684645,16690.947,0.04097074,22.08891,0.038991097,0.001006904,1497.1013916049394,1164020.5622135664,1789.5660461639686,598973.2766538422,19.221144967955137,159.41303874960386,2949.4246773097825,2949.4246773097825,0.18712163489473,0.18712163489473,-0.014582055582212908,0.03080199790596696,0.0800055904664855,0.004882267341596743,-9.580919e-06,0.0017108582,-1.180649e-05,0.00045001318,2.204734693877551,1.361258752556805,-555.8924,11725.07,120.41921,3088.827,23.843323,696.02594,23.359825,1023.3835,-8.523798,617.51843,-6.4249554,423.79355,0.0041586836,362.27145,1.5697042,207.88567,-15.5719185,555.49023,-5.744265,208.1753,-9.3855915,181.26373,-10.190263,147.7552,-4.064843,130.17647,-10.713929,173.24083,-4.3373537,98.13189,-2.4985366,115.060074,-13.967159,202.26158,1.3588784,92.402275,-11.671063,147.37758,-5.2619896,77.15312
